0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
Wordpress,jQuery,PHP,Javascript,CSS,HTML,,,,,,,,,
Angular 2,HTML5,CSS3,Javascript,jQuery,Bootstrap,typescript,,,,,,,,
HTML,CSS,JS,React,,,,,,,,,,,
Javascript,HTML,CSS,Bootstrap,JS,React,vue.js,,,,,,,,
پشتیبانی سایت,Wordpress,,,,,,,,,,,,,
 Front-end,CSS3,HTML5,Bootstrap,Angular,typescript,,,,,,,,,
Java, OOP,Spring Boot,orm,,,,,,,,,,,
Javascript,Node.js,CSS,HTML,,,,,,,,,,,
Full-stack,Laravel,Javascript,Vuejs,CSS, MySQL,,,,,,,,,
Javascript,jQuery,CSS,HTML5,PHP,API,,,,,,,,,
,,,,,,,,,,,,,,
react native,CSS, OOP,ES6,,,,,,,,,,,
Node.js,Javascript,express.js,MySQL,oracle,Unit Testing,MongoDB,RESTful,,,,,,,
NET., Git,PR,Entity Framework,,,,,,,,,,,
کارآموزی,Node.js,,,,,,,,,,,,,
Full-stack,Web API,.NET,,,,,,,,,,,,
Back-end,Docker, Git,Angular,Javascript,Python,,,,,,,,,
Wordpress,Javascript,CSS,HTML,API,,,,,,,,,,
rac,DBA,پایگاه داده,oracle,,,,,,,,,,,
PHP,MySQL,,,,,,,,,,,,,
DBA,rac,پایگاه داده,oracle,,,,,,,,,,,
تست نرم افزار,Manual Test,Test Case,,,,,,,,,,,,
Back-end,#C,TFS,API,,,,,,,,,,,
PHP, OOP,JS,CSS,HTML,MySQL,,,,,,,,,
PHP,Laravel, OOP,HTML,CSS,JS, AJAX,,,,,,,,
 SEO,CSS,HTML,Javascript, Git,,,,,,,,,,
Javascript,ReactJS,REST API,jQuery,react native,,,,,,,,,,
Full-stack,.NET Core,ASP.NET Core,Angular,,,,,,,,,,,
ASP .Net Core,Object Oriented,API,React,C#,,,,,,,,,,
,,,,,,,,,,,,,,
 SQL,T-SQL,Sql Server,,,,,,,,,,,,
Back-end,PHP,Laravel, Scrum, Git,,,,,,,,,,
C#,Javascript,T-SQL, Git,TFS,,,,,,,,,,
Python,Django,NoSQL,RestFul API, OOP,,,,,,,,,,
Java,oracle, Git,tomcat,Hibernate,,,,,,,,,,
go lang,Microsoft Office ,RESTful Web Service,ci,,,,,,,,,,,
 Scrum,Prototyping,,,,,,,,,,,,,
Python,Machine learning,RestFul API,NoSQL,TDD,,,,,,,,,,
Blockchain, Java,Python,Javascript,RubyOnRails,,,,,,,,,,
Node.js,Back-end Developer,RestFul API,PostgreSQL,Javascript,,,,,,,,,,
Microsoft Office ,پشتیبانی نرم افزار,CSS,HTML,,,,,,,,,,,
AngularJS,HTML,CSS,angular 6,,,,,,,,,,,
IOS,Swift, OOP,RESTful, Git,,,,,,,,,,
 Front-end,ReactJS, OOP,Javascript,,,,,,,,,,,
RestFul API, SQL,Elixir,,,,,,,,,,,,
,,,,,,,,,,,,,,
whmcs,smarty,PHP,API,OAuth,,,,,,,,,,
PHP,Laravel,MySQL,MVC,Javascript,Bootstrap,,,,,,,,,
Java,Back-end, SQL,Java Core, OOP,,,,,,,,,,
تحلیلگر,Machine learning,Deep learning,Game Theory,Logistics,,,,,,,,,,
 Front-end,typescript,jQuery,Bootstrap,RestFul API,Javascript,,,,,,,,,
PHP,Bootstrap,HTML,JS,CSS,,,,,,,,,,
ASP.NET,#C,ASP.NET MVC, OOP,SQL,,,,,,,,,,
PHP,Laravel,MySQL,,,,,,,,,,,,
Wordpress, Front-end,HTML,CSS,,,,,,,,,,,
C#,ASP.NET MVC, SQL,NoSQL,,,,,,,,,,,
PHP,CSS3,HTML5,Bootstrap,Javascript,jQuery,MySQL,PostgreSQL,,,,,,,
توسعه نرم افزار,HTML5,Angular,React,.NET Core,CSS3,,,,,,,,,
Back-end,PHP,MySQL,Laravel Framework,API,,,,,,,,,,
C/C++, Git, Linux,,,,,,,,,,,,
پشتیبانی نرم افزار,Design Patterns,Elasticsearch,orm,Hibernate,jpa,,,,,,,,,
C#.Net,PHP,Java,.NET,,,,,,,,,,,
,,,,,,,,,,,,,,
Laravel,MySQL,NoSQL, Git,REST API,Unit Testing,CSS,HTML,JS,,,,,,
CSS,HTML,PHP,Docker, Git,,,,,,,,,,
 Front-end,React,CSS3,HTML5,,,,,,,,,,,
DevOps,Linux,unix,Bash,Python,MongoDB,kibana,,,,,,,,
Wordpress,CSS,HTML,,,,,,,,,,,,
HTML5,CSS3,PHP, Front-end, Git,Javascript,,,,,,,,,
,,,,,,,,,,,,,,
Front-end,Angular,CSS3,HTML5,Responsive Web Design,Javascript,RestFul API,,,,,,,,
تست نرم افزار,Software Testing, Scrum,,,,,,,,,,,,
Unity,C#,,,,,,,,,,,,,
IOS,Swift,,,,,,,,,,,,,
 Front-end,jQuery,Javascript,CSS3,HTML5,Laravel,Bootstrap,,,,,,,,
امنیت نرم افزار,تست نرم افزار,OWASP,,,,,,,,,,,,
Java,Android, Scrum,agile,,,,,,,,,,,
ASP.NET MVC,Entity Framework,Sql Server,MVVM, C#,.NET Framework ,,,,,,,,,
Android,JSX,ES6, Git,Javascript,,,,,,,,,,
CTO,مدیریت فنی,NoSQL, SQL,Docker,Linux,,,,,,,,,
typescript,ES6,Java,Swift,,,,,,,,,,,
NET.,asp,Entity Framework,T-SQL,Sql Server,CSS,Javascript,jQuery,MVC,,,,,,
کارآموزی,برنامه‌نویسی,,,,,,,,,,,,,
Android,RestFul API, OOP,MVVM,,,,,,,,,,,
Java,MongoDB, Git,spring framework,,,,,,,,,,,
,,,,,,,,,,,,,,
 OOP,IOS,Swift,SDK,CoreData,,,,,,,,,,
ASP.NET,OOP,C#,Javascript,,,,,,,,,,,
Android,Android Studio,RestFul API,,,,,,,,,,,,
Python,MySQL,Django,,,,,,,,,,,,
تحقیق و توسعه ,Microsoft Office ,,,,,,,,,,,,,
Web Development,Microservice, SQL,NoSQL,Node.js,Javascript,,,,,,,,,
پشتیبانی,پشتیبانی سایت,Javascript,CSS,HTML,,,,,,,,,,
Laravel,Redis,MySQL,PostgreSQL,Vuejs,,,,,,,,,,
Android, OOP, Git,,,,,,,,,,,,
.NET,#C,Web API,T-SQL,,,,,,,,,,,
Back-end,PHP,MVC,MySQL,NoSQL,,,,,,,,,,
Javascript,React.js,Responsive,Bootstrap, jQuery,,,,,,,,,,
Java,Spring Boot,Elasticsearch,MySQL,Linux, OOP,,,,,,,,,
Full-stack,backend, Front-end,,,,,,,,,,,,
Javascript,JSX,ES6,ES5,ReactJS,Redux,RESTful APIs ,Nodejs,,,,,,,
SharePoint,Network Security,Microsoft IIS,,,,,,,,,,,,
C/C++,Python,Go,Java,Javascript,CI/CD,,,,,,,,,
Business Inteligence,Databases, SQL,Python,Microsoft Excel,,,,,,,,,,
Android Studio, Android Development,Java,Kotlin,,,,,,,,,,,
PHP,RestFul API, MySQL,,,,,,,,,,,,
تست نرم افزار,کنترل کیفیت مستندات,,,,,,,,,,,,,
PHP,OOP,Laravel Framework,HTML,CSS,,,,,,,,,,
 Front-end,typescript, SASS, Git,Javascript,React,Redux,,,,,,,,
,,,,,,,,,,,,,,
IOS,Swift,,,,,,,,,,,,,
پشتیبانی نرم افزار,Sql Server,پشتیبانی,,,,,,,,,,,,
Android,MVC,MVVM,RestFul API,Java,,,,,,,,,,
کارآموزی,طرا,,,,,,,,,,,,,
Wordpress,woocommerce,Django,HTML,CSS,,,,,,,,,,
Node.js,API,HTTP,Object Oriented,,,,,,,,,,,
Swift,RestFul API,UI  UX,MVVM,,,,,,,,,,,
Back-end,Data Structures,Nodejs,Javascript,PostgreSQL,MongoDB,,,,,,,,,
PHP,MySQL,CSS3,HTML5,,,,,,,,,,,
Flutter,Android,IOS,,,,,,,,,,,,
,,,,,,,,,,,,,,
PHP,ASP.NET,,,,,,,,,,,,,
تحلیل سیستم,مدلسازی,پایگاه داده,مستندسازی,,,,,,,,,,,
SharePoint,.NET,ASP.NET,Sql Server,,,,,,,,,,,
 Front-end,UI  UX,Redux,HTML5,CSS3, JSON,,,,,,,,,
Java,JAVA EE,Maven,Java Core,,,,,,,,,,,
Back-end,PHP,REST API,codeigniter,Databases,,,,,,,,,,
#C,webform,ASP.NET,HTML,CSS,jQuery,,,,,,,,,
Full-stack,Java, SQL,Oracle Database,HTML,CSS,,,,,,,,,
ASP.NET,MVC,.NET Framework ,Entity Framework,,,,,,,,,,,
.NET,C#,Sql Server,HTML,CSS,Javascript,,,,,,,,,
 Front-end,HTML,HTML5,ES5,ES6,ReactJS,,,,,,,,,
Java,PHP,Laravel,,,,,,,,,,,,
PHP,MySQL,jQuery, SASS,HTML, Git,,,,,,,,,
Java,J2EE,spring,,,,,,,,,,,,
Angular,Material Design,Bootsrap,CSS,HTML,Javascript,typescript,ES6,RxJs,,,,,,
C#,Sql Server, ASP.NET MVC,,,,,,,,,,,,
کارآموزی,Wordpress,,,,,,,,,,,,,
PHP,MySQL, OOP,MVC,HTML,CSS,jQuery,,,,,,,,
Python,Back-end,PostgreSQL,NoSQL,,,,,,,,,,,
Wordpress,woocommerce,HTML,MySQL,PHP,jQuery,,,,,,,,,
PHP,Cache,yii2,Gitlab, Git,CI/CD,MySQL,Linux, OOP,SOLID,,,,,
,,,,,,,,,,,,,,
Python,SQLite,PostgreSQL,,,,,,,,,,,,
IOS,Core Data,REST API, Xcode,,,,,,,,,,,
تولید نرم افزار,مدیریت فنی,.NET,PHP,API,Web Services,Databases,Sql Server,CTO,,,,,,
